ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
0345451260,Househusband,AD HUDLER,2002,Ballantine Books,Romance,"Bibliographic summary: “Househusband” is classified as Romance and was written by AD HUDLER. It was published by Ballantine Books in 2002. Search and recommendation terms derived from the available metadata include: househusband, hudler, romance.",English,"househusband, hudler, romance",http://images.amazon.com/images/P/0345451260.01.MZZZZZZZ.jpg
0740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,2002,Andrews McMeel Publishing,General Fiction,"Bibliographic summary: “Life Messages: Inspiration For The Woman's Spirit” is classified as General Fiction and was written by Josephine Carlton. It was published by Andrews McMeel Publishing in 2002. Search and recommendation terms derived from the available metadata include: life, messages, inspiration, woman's, spirit, carlton, general, fiction.",English,"life, messages, inspiration, woman's, spirit, carlton, general, fiction",http://images.amazon.com/images/P/0740700235.01.MZZZZZZZ.jpg
0380973545,Letters from a Nut,Ted L. Nancy,1999,William Morrow,General Fiction,"Bibliographic summary: “Letters from a Nut” is classified as General Fiction and was written by Ted L. Nancy. It was published by William Morrow in 1999. Search and recommendation terms derived from the available metadata include: letters, nut, nancy, general, fiction.",English,"letters, nut, nancy, general, fiction",http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg
0393321576,Karl Marx: A Life,Francis Wheen,2001,W.W. Norton & Company,General Fiction,"Bibliographic summary: “Karl Marx: A Life” is classified as General Fiction and was written by Francis Wheen. It was published by W.W. Norton & Company in 2001. Search and recommendation terms derived from the available metadata include: karl, marx, life, wheen, general, fiction.",English,"karl, marx, life, wheen, general, fiction",http://images.amazon.com/images/P/0393321576.01.MZZZZZZZ.jpg
0743424425,The Shining,Stephen King,2001,Pocket,Horror,"Bibliographic summary: “The Shining” is classified as Horror and was written by Stephen King. It was published by Pocket in 2001. Search and recommendation terms derived from the available metadata include: shining, king, horror.",English,"shining, king, horror",http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg
0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,Hyperion,Biography & Memoir,"Bibliographic summary: “The Diary of Ellen Rimbauer: My Life at Rose Red” is classified as Biography & Memoir and was written by Joyce Reardon. It was published by Hyperion in 2001. Search and recommendation terms derived from the available metadata include: diary, ellen, rimbauer, life, rose, red, reardon, biography, memoir.",English,"diary, ellen, rimbauer, life, rose, red, reardon, biography, memoir",http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg
0446610178,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,History,"Bibliographic summary: “The Sky Is Falling” is classified as History and was written by Sidney Sheldon. It was published by Warner Books in 2001. Search and recommendation terms derived from the available metadata include: sky, falling, sheldon, history.",English,"sky, falling, sheldon, history",http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg
0684854953,Santa Pete : A Novel Of Christmas Present And Past,Christopher Moore,1998,Simon & Schuster,General Fiction,"Bibliographic summary: “Santa Pete : A Novel Of Christmas Present And Past” is classified as General Fiction and was written by Christopher Moore. It was published by Simon & Schuster in 1998. Search and recommendation terms derived from the available metadata include: santa, pete, christmas, present, past, moore, general, fiction.",English,"santa, pete, christmas, present, past, moore, general, fiction",http://images.amazon.com/images/P/0684854953.01.MZZZZZZZ.jpg
0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2002,Simon & Schuster,Mystery & Thriller,"Bibliographic summary: “Mount Vernon Love Story : A Novel of George and Martha Washington” is classified as Mystery & Thriller and was written by Mary Higgins Clark. It was published by Simon & Schuster in 2002. Search and recommendation terms derived from the available metadata include: mount, vernon, love, story, george, martha, washington, clark, mystery, thriller.",English,"mount, vernon, love, story, george, martha, washington, clark, mystery, thriller",http://images.amazon.com/images/P/0743229878.01.MZZZZZZZ.jpg
0380617625,The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,1983,Harper Mass Market Paperbacks (Mm),Fantasy,"Bibliographic summary: “The Kingdom: Arabia and the House of Sa'Ud” is classified as Fantasy and was written by Robert Lacey. It was published by Harper Mass Market Paperbacks (Mm) in 1983. Search and recommendation terms derived from the available metadata include: kingdom, arabia, house, sa'ud, lacey, fantasy.",English,"kingdom, arabia, house, sa'ud, lacey, fantasy",http://images.amazon.com/images/P/0380617625.01.MZZZZZZZ.jpg
0380732335,Florida Road Kill: A Novel,Tim Dorsey,2000,HarperTorch,General Fiction,"Bibliographic summary: “Florida Road Kill: A Novel” is classified as General Fiction and was written by Tim Dorsey. It was published by HarperTorch in 2000. Search and recommendation terms derived from the available metadata include: florida, road, kill, dorsey, general, fiction.",English,"florida, road, kill, dorsey, general, fiction",http://images.amazon.com/images/P/0380732335.01.MZZZZZZZ.jpg
0385337132,The 37th Hour,JODI COMPTON,2003,Delacorte Press,General Fiction,"Bibliographic summary: “The 37th Hour” is classified as General Fiction and was written by JODI COMPTON. It was published by Delacorte Press in 2003. Search and recommendation terms derived from the available metadata include: 37th, hour, compton, general, fiction.",English,"37th, hour, compton, general, fiction",http://images.amazon.com/images/P/0385337132.01.MZZZZZZZ.jpg
0440235057,Be Cool,Elmore Leonard,2000,Dell Publishing Company,General Fiction,"Bibliographic summary: “Be Cool” is classified as General Fiction and was written by Elmore Leonard. It was published by Dell Publishing Company in 2000. Search and recommendation terms derived from the available metadata include: cool, leonard, general, fiction.",English,"cool, leonard, general, fiction",http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg
0445402040,The Hunted,Elmore Leonard,1986,Warner Books (Mm),History,"Bibliographic summary: “The Hunted” is classified as History and was written by Elmore Leonard. It was published by Warner Books (Mm) in 1986. Search and recommendation terms derived from the available metadata include: hunted, leonard, history.",English,"hunted, leonard, history",http://images.amazon.com/images/P/0445402040.01.MZZZZZZZ.jpg
0618119760,The Saints of Big Harbour: A Novel,Lynn Coady,2002,Houghton Mifflin Company,General Fiction,"Bibliographic summary: “The Saints of Big Harbour: A Novel” is classified as General Fiction and was written by Lynn Coady. It was published by Houghton Mifflin Company in 2002. Search and recommendation terms derived from the available metadata include: saints, big, harbour, coady, general, fiction.",English,"saints, big, harbour, coady, general, fiction",http://images.amazon.com/images/P/0618119760.01.MZZZZZZZ.jpg
0871138646,Old Flames,John Lawton,2003,Atlantic Monthly Press,Politics & Society,"Bibliographic summary: “Old Flames” is classified as Politics & Society and was written by John Lawton. It was published by Atlantic Monthly Press in 2003. Search and recommendation terms derived from the available metadata include: old, flames, lawton, politics, society.",English,"old, flames, lawton, politics, society",http://images.amazon.com/images/P/0871138646.01.MZZZZZZZ.jpg
0026329859,From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,1995,MacMillan Publishing Company.,Cooking & Food,"Bibliographic summary: “From the Earth: Chinese Vegetarian Cooking” is classified as Cooking & Food and was written by Eileen Yin-Fei Lo. It was published by MacMillan Publishing Company. in 1995. Search and recommendation terms derived from the available metadata include: earth, chinese, vegetarian, cooking, food.",English,"earth, chinese, vegetarian, cooking, food",http://images.amazon.com/images/P/0026329859.01.MZZZZZZZ.jpg
0060621257,Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,1988,Harpercollins,Romance,"Bibliographic summary: “Living in the Presence: Disciplines for the Spiritual Heart” is classified as Romance and was written by Tilden H. Edwards. It was published by Harpercollins in 1988. Search and recommendation terms derived from the available metadata include: living, presence, disciplines, spiritual, heart, edwards, romance.",English,"living, presence, disciplines, spiritual, heart, edwards, romance",http://images.amazon.com/images/P/0060621257.01.MZZZZZZZ.jpg
0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial,General Fiction,"Bibliographic summary: “The Bean Trees” is classified as General Fiction and was written by Barbara Kingsolver. It was published by Perennial in 1989. Search and recommendation terms derived from the available metadata include: bean, trees, kingsolver, general, fiction.",English,"bean, trees, kingsolver, general, fiction",http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg
0060917016,Homeland and Other Stories,Barbara Kingsolver,1990,Perennial,General Fiction,"Bibliographic summary: “Homeland and Other Stories” is classified as General Fiction and was written by Barbara Kingsolver. It was published by Perennial in 1990. Search and recommendation terms derived from the available metadata include: homeland, other, stories, kingsolver, general, fiction.",English,"homeland, other, stories, kingsolver, general, fiction",http://images.amazon.com/images/P/0060917016.01.MZZZZZZZ.jpg
0060925000,"A Suitable Boy : Novel, A",Vikram Seth,1994,Perennial,General Fiction,"Bibliographic summary: “A Suitable Boy : Novel, A” is classified as General Fiction and was written by Vikram Seth. It was published by Perennial in 1994. Search and recommendation terms derived from the available metadata include: suitable, boy, seth, general, fiction.",English,"suitable, boy, seth, general, fiction",http://images.amazon.com/images/P/0060925000.01.MZZZZZZZ.jpg
0060932759,Daughter of Fortune,Isabel Allende,2000,Perennial,General Fiction,"Bibliographic summary: “Daughter of Fortune” is classified as General Fiction and was written by Isabel Allende. It was published by Perennial in 2000. Search and recommendation terms derived from the available metadata include: daughter, fortune, allende, general, fiction.",English,"daughter, fortune, allende, general, fiction",http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg
0061000280,The Fly on the Wall,Tony Hillerman,1990,HarperTorch,General Fiction,"Bibliographic summary: “The Fly on the Wall” is classified as General Fiction and was written by Tony Hillerman. It was published by HarperTorch in 1990. Search and recommendation terms derived from the available metadata include: fly, wall, hillerman, general, fiction.",English,"fly, wall, hillerman, general, fiction",http://images.amazon.com/images/P/0061000280.01.MZZZZZZZ.jpg
0192815318,Cranford (The World's Classics),Elizabeth Gaskell,1982,Oxford University Press,General Fiction,"Bibliographic summary: “Cranford (The World's Classics)” is classified as General Fiction and was written by Elizabeth Gaskell. It was published by Oxford University Press in 1982. Search and recommendation terms derived from the available metadata include: cranford, world's, classics, gaskell, general, fiction.",English,"cranford, world's, classics, gaskell, general, fiction",http://images.amazon.com/images/P/0192815318.01.MZZZZZZZ.jpg
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,General Fiction,"Bibliographic summary: “The Red Tent (Bestselling Backlist)” is classified as General Fiction and was written by Anita Diamant. It was published by Picador USA in 1998. Search and recommendation terms derived from the available metadata include: red, tent, bestselling, backlist, diamant, general, fiction.",English,"red, tent, bestselling, backlist, diamant, general, fiction",http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg
0380792664,The Right Hand of Amon,Lauren Haney,1997,Avon,General Fiction,"Bibliographic summary: “The Right Hand of Amon” is classified as General Fiction and was written by Lauren Haney. It was published by Avon in 1997. Search and recommendation terms derived from the available metadata include: right, hand, amon, haney, general, fiction.",English,"right, hand, amon, haney, general, fiction",http://images.amazon.com/images/P/0380792664.01.MZZZZZZZ.jpg
0393048977,Last Blue: Poems,Gerald Stern,2000,W.W. Norton & Company,Poetry & Drama,"Bibliographic summary: “Last Blue: Poems” is classified as Poetry & Drama and was written by Gerald Stern. It was published by W.W. Norton & Company in 2000. Search and recommendation terms derived from the available metadata include: last, blue, poems, stern, poetry, drama.",English,"last, blue, poems, stern, poetry, drama",http://images.amazon.com/images/P/0393048977.01.MZZZZZZZ.jpg
0399137807,The Cat Who Wasn't There,Lilian Jackson Braun,1992,Putnam Pub Group,General Fiction,"Bibliographic summary: “The Cat Who Wasn't There” is classified as General Fiction and was written by Lilian Jackson Braun. It was published by Putnam Pub Group in 1992. Search and recommendation terms derived from the available metadata include: cat, who, wasn't, there, braun, general, fiction.",English,"cat, who, wasn't, there, braun, general, fiction",http://images.amazon.com/images/P/0399137807.01.MZZZZZZZ.jpg
039914739X,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group,General Fiction,"Bibliographic summary: “Isle of Dogs” is classified as General Fiction and was written by Patricia Daniels Cornwell. It was published by Putnam Publishing Group in 2001. Search and recommendation terms derived from the available metadata include: isle, dogs, cornwell, general, fiction.",English,"isle, dogs, cornwell, general, fiction",http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg
0451203046,Light a Penny Candle,Maeve Binchy,2001,Signet Book,General Fiction,"Bibliographic summary: “Light a Penny Candle” is classified as General Fiction and was written by Maeve Binchy. It was published by Signet Book in 2001. Search and recommendation terms derived from the available metadata include: light, penny, candle, binchy, general, fiction.",English,"light, penny, candle, binchy, general, fiction",http://images.amazon.com/images/P/0451203046.01.MZZZZZZZ.jpg
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,Onyx Books,Mystery & Thriller,"Bibliographic summary: “The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback))” is classified as Mystery & Thriller and was written by Martha Grimes. It was published by Onyx Books in 2002. Search and recommendation terms derived from the available metadata include: blue, last, richard, jury, mystery, mysteries, paperback, grimes, thriller.",English,"blue, last, richard, jury, mystery, mysteries, paperback, grimes, thriller",http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg
0451523318,Turn of the Screw and Short N,Henry James,1978,Signet Book,General Fiction,"Bibliographic summary: “Turn of the Screw and Short N” is classified as General Fiction and was written by Henry James. It was published by Signet Book in 1978. Search and recommendation terms derived from the available metadata include: turn, screw, short, james, general, fiction.",English,"turn, screw, short, james, general, fiction",http://images.amazon.com/images/P/0451523318.01.MZZZZZZZ.jpg
0486281965,The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,1994,Dover Publications,General Fiction,"Bibliographic summary: “The Country of the Pointed Firs (Dover Thrift Editions)” is classified as General Fiction and was written by Sarah Orne Jewett. It was published by Dover Publications in 1994. Search and recommendation terms derived from the available metadata include: country, pointed, firs, dover, thrift, editions, jewett, general, fiction.",English,"country, pointed, firs, dover, thrift, editions, jewett, general, fiction",http://images.amazon.com/images/P/0486281965.01.MZZZZZZZ.jpg
0486292940,Early Poems (Dover Thrift Editions),William Carlos Williams,1997,Dover Publications,Poetry & Drama,"Bibliographic summary: “Early Poems (Dover Thrift Editions)” is classified as Poetry & Drama and was written by William Carlos Williams. It was published by Dover Publications in 1997. Search and recommendation terms derived from the available metadata include: early, poems, dover, thrift, editions, williams, poetry, drama.",English,"early, poems, dover, thrift, editions, williams, poetry, drama",http://images.amazon.com/images/P/0486292940.01.MZZZZZZZ.jpg
051762639X,Barchester Towers (Oxford Pocket Classics),Anthony Trollope,1986,Random House Value Publishing,General Fiction,"Bibliographic summary: “Barchester Towers (Oxford Pocket Classics)” is classified as General Fiction and was written by Anthony Trollope. It was published by Random House Value Publishing in 1986. Search and recommendation terms derived from the available metadata include: barchester, towers, oxford, pocket, classics, trollope, general, fiction.",English,"barchester, towers, oxford, pocket, classics, trollope, general, fiction",http://images.amazon.com/images/P/051762639X.01.MZZZZZZZ.jpg
0684824442,REEF,Edith Wharton,1996,Scribner,Art & Photography,"Bibliographic summary: “REEF” is classified as Art & Photography and was written by Edith Wharton. It was published by Scribner in 1996. Search and recommendation terms derived from the available metadata include: reef, wharton, art, photography.",English,"reef, wharton, art, photography",http://images.amazon.com/images/P/0684824442.01.MZZZZZZZ.jpg
0743458303,Wednesday the Rabbi Got Wet,Harry Kemelman,2003,I Books,General Fiction,"Bibliographic summary: “Wednesday the Rabbi Got Wet” is classified as General Fiction and was written by Harry Kemelman. It was published by I Books in 2003. Search and recommendation terms derived from the available metadata include: wednesday, rabbi, got, wet, kemelman, general, fiction.",English,"wednesday, rabbi, got, wet, kemelman, general, fiction",http://images.amazon.com/images/P/0743458303.01.MZZZZZZZ.jpg
081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,2003,Villard Books,General Fiction,"Bibliographic summary: “Things My Girlfriend and I Have Argued About: A Novel” is classified as General Fiction and was written by Mil Millington. It was published by Villard Books in 2003. Search and recommendation terms derived from the available metadata include: things, girlfriend, have, argued, millington, general, fiction.",English,"things, girlfriend, have, argued, millington, general, fiction",http://images.amazon.com/images/P/081296666X.01.MZZZZZZZ.jpg
0819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,1991,Morehouse Group,Romance,"Bibliographic summary: “Listening Hearts: Discerning Call in Community” is classified as Romance and was written by Suzanne G. Farnham. It was published by Morehouse Group in 1991. Search and recommendation terms derived from the available metadata include: listening, hearts, discerning, call, community, farnham, romance.",English,"listening, hearts, discerning, call, community, farnham, romance",http://images.amazon.com/images/P/0819215635.01.MZZZZZZZ.jpg
0880011025,Unattainable Earth,Czeslaw Milosz,1987,Ecco Press,Art & Photography,"Bibliographic summary: “Unattainable Earth” is classified as Art & Photography and was written by Czeslaw Milosz. It was published by Ecco Press in 1987. Search and recommendation terms derived from the available metadata include: unattainable, earth, milosz, art, photography.",English,"unattainable, earth, milosz, art, photography",http://images.amazon.com/images/P/0880011025.01.MZZZZZZZ.jpg
1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,1998,Cowley Publications,Religion & Spirituality,"Bibliographic summary: “The Practice of Prayer (New Church's Teaching Series, Vol 4)” is classified as Religion & Spirituality and was written by Margaret Guenther. It was published by Cowley Publications in 1998. Search and recommendation terms derived from the available metadata include: practice, prayer, new, church's, teaching, series, guenther, religion, spirituality.",English,"practice, prayer, new, church's, teaching, series, guenther, religion, spirituality",http://images.amazon.com/images/P/1561011525.01.MZZZZZZZ.jpg
1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,1992,White Pine Press (NY),Poetry & Drama,"Bibliographic summary: “Vertical Poetry: Recent Poems” is classified as Poetry & Drama and was written by Roberto Juarroz. It was published by White Pine Press (NY) in 1992. Search and recommendation terms derived from the available metadata include: vertical, poetry, recent, poems, juarroz, drama.",English,"vertical, poetry, recent, poems, juarroz, drama",http://images.amazon.com/images/P/1877727083.01.MZZZZZZZ.jpg
0486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,1941,Dover Publications,General Fiction,"Bibliographic summary: “Rubinstein's Chess Masterpieces” is classified as General Fiction and was written by Akiba Rubinstein. It was published by Dover Publications in 1941. Search and recommendation terms derived from the available metadata include: rubinstein's, chess, masterpieces, rubinstein, general, fiction.",English,"rubinstein's, chess, masterpieces, rubinstein, general, fiction",http://images.amazon.com/images/P/0486206173.01.MZZZZZZZ.jpg
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,Art & Photography,"Bibliographic summary: “The Nanny Diaries: A Novel” is classified as Art & Photography and was written by Emma McLaughlin. It was published by St. Martin's Press in 2002. Search and recommendation terms derived from the available metadata include: nanny, diaries, mclaughlin, art, photography.",English,"nanny, diaries, mclaughlin, art, photography",http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg
887641486X,I Giorni Dell'abbandono,Elena Ferrante,2002,Edizioni E/O,General Fiction,"Bibliographic summary: “I Giorni Dell'abbandono” is classified as General Fiction and was written by Elena Ferrante. It was published by Edizioni E/O in 2002. Search and recommendation terms derived from the available metadata include: giorni, dell'abbandono, ferrante, general, fiction.",English,"giorni, dell'abbandono, ferrante, general, fiction",http://images.amazon.com/images/P/887641486X.01.MZZZZZZZ.jpg
0140370900,The Gizmo,Paul Jennings,1995,Puffin,General Fiction,"Bibliographic summary: “The Gizmo” is classified as General Fiction and was written by Paul Jennings. It was published by Puffin in 1995. Search and recommendation terms derived from the available metadata include: gizmo, jennings, general, fiction.",English,"gizmo, jennings, general, fiction",http://images.amazon.com/images/P/0140370900.01.MZZZZZZZ.jpg
0674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",1993,Harvard University Press,Art & Photography,"Bibliographic summary: “The Last Best Hope of Earth: Abraham Lincoln and the Promise of America” is classified as Art & Photography and was written by Mark E., Jr. Neely. It was published by Harvard University Press in 1993. Search and recommendation terms derived from the available metadata include: last, best, hope, earth, abraham, lincoln, promise, america, neely, art.",English,"last, best, hope, earth, abraham, lincoln, promise, america, neely, art",http://images.amazon.com/images/P/0674511255.01.MZZZZZZZ.jpg
0030096189,Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,1994,Saunders College Publishing,Science & Technology,"Bibliographic summary: “Organic Chemistry (Saunders Golden Sunburst Series)” is classified as Science & Technology and was written by Stephen J. Weininger. It was published by Saunders College Publishing in 1994. Search and recommendation terms derived from the available metadata include: organic, chemistry, saunders, golden, sunburst, series, weininger, science, technology.",English,"organic, chemistry, saunders, golden, sunburst, series, weininger, science, technology",http://images.amazon.com/images/P/0030096189.01.MZZZZZZZ.jpg
0312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,1998,St. Martin's Press,Art & Photography,"Bibliographic summary: “Secrets of St. John's Wort: A Lynn Sonberg Book” is classified as Art & Photography and was written by Larry Katzenstein. It was published by St. Martin's Press in 1998. Search and recommendation terms derived from the available metadata include: secrets, john's, wort, lynn, sonberg, katzenstein, art, photography.",English,"secrets, john's, wort, lynn, sonberg, katzenstein, art, photography",http://images.amazon.com/images/P/0312965745.01.MZZZZZZZ.jpg
0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,1992,Ballantine Books,Science Fiction,"Bibliographic summary: “Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family” is classified as Science Fiction and was written by David Steinman. It was published by Ballantine Books in 1992. Search and recommendation terms derived from the available metadata include: diet, poisoned, planet, how, choose, safe, foods, you, family, steinman.",English,"diet, poisoned, planet, how, choose, safe, foods, you, family, steinman",http://images.amazon.com/images/P/0345374657.01.MZZZZZZZ.jpg
0395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,1995,Houghton Mifflin,History,"Bibliographic summary: “Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes” is classified as History and was written by Alfie Kohn. It was published by Houghton Mifflin in 1995. Search and recommendation terms derived from the available metadata include: punished, rewards, trouble, gold, stars, incentive, plans, a's, praise, other.",English,"punished, rewards, trouble, gold, stars, incentive, plans, a's, praise, other",http://images.amazon.com/images/P/0395710901.01.MZZZZZZZ.jpg
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,1996,Schocken Books,Education & Reference,"Bibliographic summary: “Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood” is classified as Education & Reference and was written by Paula Polk Lillard. It was published by Schocken Books in 1996. Search and recommendation terms derived from the available metadata include: montessori, today, comprehensive, approach, education, birth, adulthood, lillard, reference.",English,"montessori, today, comprehensive, approach, education, birth, adulthood, lillard, reference",http://images.amazon.com/images/P/080521061X.01.MZZZZZZZ.jpg
0823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,1983,Watson-Guptill Publications,Art & Photography,"Bibliographic summary: “Oil Painting Techniques (Artist's Painting Library)” is classified as Art & Photography and was written by David Lewis. It was published by Watson-Guptill Publications in 1983. Search and recommendation terms derived from the available metadata include: oil, painting, techniques, artist's, library, lewis, art, photography.",English,"oil, painting, techniques, artist's, library, lewis, art, photography",http://images.amazon.com/images/P/0823032612.01.MZZZZZZZ.jpg
0679310002,Going down swinging,Billie Livingston,1999,Random House Canada,General Fiction,"Bibliographic summary: “Going down swinging” is classified as General Fiction and was written by Billie Livingston. It was published by Random House Canada in 1999. Search and recommendation terms derived from the available metadata include: going, down, swinging, livingston, general, fiction.",English,"going, down, swinging, livingston, general, fiction",http://images.amazon.com/images/P/0679310002.01.MZZZZZZZ.jpg
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books,Politics & Society,"Bibliographic summary: “Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover))” is classified as Politics & Society and was written by Adele Lang. It was published by Thomas Dunne Books in 2002. Search and recommendation terms derived from the available metadata include: confessions, sociopathic, social, climber, katya, livingston, chronicles, hardcover, lang, politics.",English,"confessions, sociopathic, social, climber, katya, livingston, chronicles, hardcover, lang, politics",http://images.amazon.com/images/P/0312288115.01.MZZZZZZZ.jpg
0316171107,Like a Hole in the Head,Jen Banbury,1998,Little Brown & Co,General Fiction,"Bibliographic summary: “Like a Hole in the Head” is classified as General Fiction and was written by Jen Banbury. It was published by Little Brown & Co in 1998. Search and recommendation terms derived from the available metadata include: like, hole, head, banbury, general, fiction.",English,"like, hole, head, banbury, general, fiction",http://images.amazon.com/images/P/0316171107.01.MZZZZZZZ.jpg
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),General Fiction,"Bibliographic summary: “Postmortem” is classified as General Fiction and was written by Patricia Daniels Cornwell. It was published by Harper Mass Market Paperbacks (Mm) in 1993. Search and recommendation terms derived from the available metadata include: postmortem, cornwell, general, fiction.",English,"postmortem, cornwell, general, fiction",http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg
0515118656,The Cove,Catherine Coulter,1996,Jove Books,General Fiction,"Bibliographic summary: “The Cove” is classified as General Fiction and was written by Catherine Coulter. It was published by Jove Books in 1996. Search and recommendation terms derived from the available metadata include: cove, coulter, general, fiction.",English,"cove, coulter, general, fiction",http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg
0553289063,An Inconvenient Woman,Dominick Dunne,1991,Bantam Books,General Fiction,"Bibliographic summary: “An Inconvenient Woman” is classified as General Fiction and was written by Dominick Dunne. It was published by Bantam Books in 1991. Search and recommendation terms derived from the available metadata include: inconvenient, woman, dunne, general, fiction.",English,"inconvenient, woman, dunne, general, fiction",http://images.amazon.com/images/P/0553289063.01.MZZZZZZZ.jpg
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,Pocket,General Fiction,"Bibliographic summary: “Shock Wave (Dirk Pitt Adventures (Paperback))” is classified as General Fiction and was written by Clive Cussler. It was published by Pocket in 1996. Search and recommendation terms derived from the available metadata include: shock, wave, dirk, pitt, adventures, paperback, cussler, general, fiction.",English,"shock, wave, dirk, pitt, adventures, paperback, cussler, general, fiction",http://images.amazon.com/images/P/0671000306.01.MZZZZZZZ.jpg
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,Mystery & Thriller,"Bibliographic summary: “While My Pretty One Sleeps” is classified as Mystery & Thriller and was written by Mary Higgins Clark. It was published by Pocket in 1990. Search and recommendation terms derived from the available metadata include: while, pretty, one, sleeps, clark, mystery, thriller.",English,"while, pretty, one, sleeps, clark, mystery, thriller",http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg
1561672033,Antipodes 10,John Pascal,1995,Noble House,General Fiction,"Bibliographic summary: “Antipodes 10” is classified as General Fiction and was written by John Pascal. It was published by Noble House in 1995. Search and recommendation terms derived from the available metadata include: antipodes, pascal, general, fiction.",English,"antipodes, pascal, general, fiction",http://images.amazon.com/images/P/1561672033.01.MZZZZZZZ.jpg
0425178242,Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,2001,Berkley Publishing Group,General Fiction,"Bibliographic summary: “Kick Ass: Selected Columns of Carl Hiaasen” is classified as General Fiction and was written by Carl Hiaasen. It was published by Berkley Publishing Group in 2001. Search and recommendation terms derived from the available metadata include: kick, ass, selected, columns, carl, hiaasen, general, fiction.",English,"kick, ass, selected, columns, carl, hiaasen, general, fiction",http://images.amazon.com/images/P/0425178242.01.MZZZZZZZ.jpg
0618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,2002,Houghton Mifflin Company,General Fiction,"Bibliographic summary: “Everything Is Illuminated: A Novel” is classified as General Fiction and was written by Jonathan Safran Foer. It was published by Houghton Mifflin Company in 2002. Search and recommendation terms derived from the available metadata include: everything, illuminated, foer, general, fiction.",English,"everything, illuminated, foer, general, fiction",http://images.amazon.com/images/P/0618173870.01.MZZZZZZZ.jpg
